lesson|word|Persian|definition|persian|example1|PersianExampleA|example2|PersianExampleB|example3|PersianExampleC|StoryTitle|StoryTitlePer|text|PerText
34|Vaccinate|واکسن زدن|inoculate with vaccine as a protection against smallpox and other diseases|مصون ساختن با واکسن به عنوان حفاظت در برابر آبله و بیماری های دیگر ، واکسینه کردن|a. There has been a radical decline in polio since doctors began to vaccinate children with the Salk vaccine.|" کاهش اساسی در بیماری فلج اطفال از زمان واکسینه کردن بچه ها با واکسن ""سالک"" توسط پزشکان ایجاد شده است"|b. The general population has accepted the need to vaccinate children against the once-dreaded disease.|امروزه بیشتر مردم لزوم واکسینه کردن کودکان را در مقابل بیماری های سابقا کشنده پذیرفته اند|c. Numerous examples persist of people who have neglected to have their infants vaccinated.|هنوز هم موارد زیادی وجود دارد که افراد در واکسینه کردن نوزادان خود کوتاهی می کنند||||
34|Untidy|نامرتب|not neat; not in order|آشفته ، نا مرتب|a. The bachelor's quarters were most untidy.|اقامتگاه مرد مجرّد، بسیار نا مرتب بود|b. We must start a clean-up campaign to keep the campus from being so untidy.| ما بایستی یک جنبش پاکسازی به منظور از بین بردن نامرتبی محوطه ی دانشگاه، ایجاد نماییم|c. Finding the house in such an untidy condition baffled us.|دیدن خانه در چنین وضعیت آشفته ای ما را متحیّر ساخت||||
34|Utensil|ابزار|container or tool used for practical purposes|ظرف یا ابزاری که برای اهداف کاربردی استفاده می شود |a. Several utensils were untidily tossed about the kitchen.|چندین ابزار در آشپزخانه، با حالت به هم ریخته ای، پرت شده بودند|b. Edward's baggage contained all the utensils he would need on the camping trip.|"چمدان ""ادوارد"" حاوی همه وسایل مورد نیاز او در سفر اردو بود"|c. Some people are so old-fashioned that they reject the use of any modern utensil.|بعضی از مردم آنقدر اُمّل هستند که استفاده از وسایل مدرن را قبول ندارند||||
34|Sensitive|حساس ، زود رنج|receiving impressions readily; easily affected or influenced; easily hurt or offended|به راحتی برداشت ها را دریافت می کند ، به راحتی تحت تاثیر قرار می گیرد ، براحتی آسیب می بیند یا ناراحت می شود ، حساس|a. The eye is sensitive to light.|چشم به نور حساس است|b. From the experiment we may conclude that mercury in a thermometer is sensitive to changes in temperature.|از آن ازمایش می توانیم استنتاج کنیم که جیوه در دماسنج، به تغییرات درجه حرارت حساس است|c. James is sensitive about his wretched handwriting.|جیمز نسبت به دست خط بد خود، حساس است||||
34|Temperate|معتدل|not very hot and not very cold; moderate|نه زیاد داغ و نه زیاد سرد ، معتدل ، ملایم|a. The United States is mostly in the North Temperate Zone.|ایالات متحده عمدتاً در منطقه معتدله شمالی قرار دارد|b. All students received the appeal to be temperate and not to jump to conclusions in judging the new grading system.|از همه دانشجویان خواسته شد که حد اعتدال را رعایت نمایند و نسبت به سیستم نمره دهی جدید، زود قضاوت نکنند|c. Mrs. Rollins commended her class for their temperate attitude when she announced the extra assignment.|"خانم ""رولینز"" بچه های کلاس خود را به خاطر رفتار آرامشان در هنگام اعلام کردن تکالیف زیاد، تحسین کرد"||||
35|Vague|مبهم ، دو پهلو|not definite; not clear; not distinct|نامعین ، ناآشکار ، نامشخص|a. Joe's position was vague because he wanted to remain neutral in the dispute.|"موضع ""جو"" در مشاجره نامشخص بود چون می خواست بی طرف باشد"|b. When asked her opinion, Gladys was tactful enough to give a vague answer that did not hurt anyone.|"وقتی که از ""گلادیس"" نظرش را پرسیدند، به اندازه کافی در پاسخگویی مهارت داشت تا جواب مبهمی دهد که کسی را نرنجاند"|c. The vague shape in the distance proved to be nothing more weird than a group of trees.|سرانجام مشخص شد که آن شکل مبهم در دوردست، چیزی عجیب و غریب تر از چند درخت نبود||||
35|Elevate|بلند کردن ، ارتقاع دادن|raise; lift up|بالا بردن ، بلند کردن|a. Private Carbo was elevated to higher rank for his valor.|پراویت کاربو به خاطر شجاعتش ترفیع گرفت|b. Reading a variety of good books elevates the mind.|خواندن انواع کتب مفید، ذهن را تعالی می بخشد|c. The candidate spoke from an elevated platform.|کاندیدا از پشت یک تریبون مرتفع سخنرانی می کرد||||
35|Lottery|بخت آزمایی|a scheme for distributing prizes by lot or chance|طرحی برای توزیع جایزه از طریق بخت آزمایی یا شانس|a. The merit of a lottery is that everyone has an equal chance.|امتیاز لاتاری این است که همه افراد شانس مساوی دارند|b. We thought that a lottery was an absurd way of deciding who should be the team captain.|ما فکر می کردیم که قرعه کشی برای انتخاب کاپیتان تیم، احمقانه است|c. The rash young man claimed the lottery prize only to find he had misread his number.|مرد جوان عجول، تنها به خاطر اینکه شماره اش را اشتباه خوانده بود، ادعای جایزه بخت آزمایی را کرد||||
35|Finance|امور مالی|money matters; to provide money for|مسائل مالی ، فراهم کردن پول برای|a. The new employee boasted of his skill in finance.|کارمند جدید در رابطه با مهارتش در امور مالی لاف زد|b. Frank circulated the rumor that his uncle would finance his way through college.|فرانک شایعه کرد که عمویش هزینه کالج او را می دهد|c. Mrs. Giles retained a lawyer to handle her finances.|"خانم ""گیلز""، وکیلی را برای انجام امور مالی خود استخدام کرد"||||
35|Obtain|به دست آوردن|get; be in use|ب هدست آوردن ، مورد استفاده بودن|a. An adolescent is finding it increasingly difficult to obtain a good job without a diploma.|برای نوجوان بدون مدرک دیپلم، بدست آوردن یک کار خوب مشکل است|b. David obtained accurate information about college from his guidance counselor.|دیوید اطلاعات دقیقی در مورد کالج از مشاور راهنمای خود به دست آورد|c. Because this is a coeducational school, different rules obtain here.|به دلیل مختلط بودن مدرسه، قوانین متفاوتی در اینجا حکم فرما است||||
35|Cinema|سینما|moving picture|تصویر متحرک|a. Censors have developed a rating system for the cinema.|مأمورین سانسور، سیستم طبقه بندی فیلم های سینما را ایجاد کرده اند|b. Today's cinema is full of homicides and violence.|فیلم سینمایی امروزی، پر از قتل و خشونت است|c. A best-seller is often the source of cinema stories.|کتاب پر فروش، اغلب منشأ داستان های سینمایی هستند||||
35|Event|اتفاق ، مسابقه|happening; important happening; result or outcome; one item in a program of sports|رخداد ، رویداد مهم ، نتیجه یا پیامد|a. The greatest event in Ellie's life was winning the $50,000 lottery.|"بزرگترین پیشامد در زندگی ""الی"" بردن 50,000 دلار در بخت آزمایی بود"|b. We chose our seat carefully and then awaited the shot-put event.|ما جایمان را با دقت انتخاب کردیم و منتظر شروع مسابقه پرتاب وزنه شدیم|c. There is merit in gaining wisdom even after the event.|فراگیری حکمت، حتی پس از رویداد آن مصلحت است||||
35|Discard|دور انداختن|throw aside|کنار انداختن|a. Anna casually discarded one boyfriend after another.|آنا با بی توجهی دوست پسرهایش را یکی پس از دیگری کنار گذاشت|b. Confident that he held a winning hand, Slim refused to discard anything.|اسلیم با این اعتماد که دست برنده با او است، ورقی را پایین نیانداخت|c. Asked why he had discarded his family traditions, Mr. Menzel remained mute.|"آقای ""منسل"" که از او خواسته شد علت ترک کردن سنت های خانوادگی را شرح دهد، سکوت اختیار کرد"||||
35|Soar|اوج گرفتن|fly upward or at a great height; aspire|به بالا یا در ارتفاع زیاد پرواز کردن ، اوج گرفتن|a. We watched the soaring eagle skim over the mountain peak.|ما عقاب اوج گیرنده را که بر فراز قله ی کوه پرواز می کرد، تماشا می کردیم|b. An ordinary man cannot comprehend such soaring ambition.|انسان معمولی از درک چنین اهداف والایی ناتوان است|c. The senator's hopes for victory soared after his television appearance.|امیدهای پیروزی سناتور، بعد از حضورش در تلویزیون افزایش یافت||||
35|Subsequent|بعدی|later; following; coming after|بعدی ، متعاقب ، آنچه که بعد می آید|a. Subsequent events proved that Sloan was right.|"حوادث بعدی نشان داد (اثبات نمود) که حق با ""اسلون"" بود"|b. Further explanations will be presented in subsequent lectures.|توضیحات بیشتر در سخنرانی های بعدی ارائه خواهند شد|c. Though the enemy forces resisted at first, they subsequently learned that their efforts were in vain.| اگرچه نیروهای دشمن در ابتدا مقاومت کردند، اما بعداً پی بردند که تلاششان بیهوده بود||||
35|Relate|گفتن ، ربط دادن|tell; give an account of; connect in thought or meaning|گفتن ، شرح دادن ، از نظر معنایی یا فکری ربط دادن|a. The traveler related his adventures with some exaggeration.|مسافر سفر پر ماجرای خود را با کمی اغراق حکایت کرد|b. After viewing the cinema's latest show, the observant student was able to relate every detail.|دانشجوی نکته سنج بعد از دیدن آخرین نمایش سینما، قادر بود تمام جزئیات فیلم را شرح دهد|c. Would you say that misfortune is related to carelessness?|آیا تصور می کنید که بداقبالی به بی مبالاتی ارتباطی دارد؟||||
35|Stationary|ثابت|having a fixed station or lpace; standing still; not moving; not changing in size, number or activity|دارای جایگها یا مکانی ثابت ، آرام ایستاده است ، بی حرکت ، از نظر اندازه ، تعداد یا فعالیت تغییر نمی کند|a. A factory engine is stationary.|موتور کارخانه ثابت است|b. The population of our town has been stationary for a decade.|جمعیت شهرمان به مدت ده سال ثابت بوده است|c. Caught in the middle of traffic, the frightened pedestrian remained stationary in the busy street.|عابر پیاده وحشت زده که در وسط ترافیک گیر کرده بود، در خیابان شلوغ بی حرکت ماند||||
36|Prompt|باعث شدن|quick; on time; done at once; to cause (someone) to do something; remind (someone) of the words or actions needed|سریع ، به موقع ، فورا انجام می شود ، کسی را وادار به انجام کاری کردن ، اعمال یا واژگان مورد نیاز را به یاد کسی انداختن|a. Be prompt in assembling your baggage.|در بستن چمدان سریع باش|b. Terry's caution prompted him to ask many questions before he consented.|"احتیاط ""تری"" باعث شد که قبل از موافقت کردن، سوالات بسیاری بپرسد"|c. Larry was confident he knew his lines well enough not to need any prompting.|لاری مطمئن بود که نوشته های خود را به خوبی می داند و نیازی به رساندن متن (در تاتر) به او نیست||||
36|Hasty|شتابزده ،‌عجول|quick; hurried; not well thought out|سریع ، شتابزده ، خوب روی آن فکر نشده است|a. A hasty glance convinced him that he was being followed.|نگاهی سریع او را مطمئن ساخت که تعقیبش می کنند|b. Rather than make a hasty decision, Mr. Torres rejected the offer.|"آقای ""تورس"" به جای گرفتن تصمیم عجولانه، آن پیشنهاد را رد کرد"|c. Myra apologized for the hasty visit.|میرا به خاطر ملاقات عجولانه، عذرخواهی نمود||||
36|Scorch|جای سوختگی|burn slightly; dry up; criticize sharply|سوزاندن ملایم ، خشکاندن ، شدیداً انتقاد کردن|a. The hot iron scorched the tablecloth.|اتوی داغ رومیزی را سوزاند|b. Farmers reported that their wheat was being scorched by the fierce rays of the sun.|کشاورزان گزارش دادند که محصول گندم آنها، با اشعه شدید خورشید خشک شد|c. Mr. Regan gave the class a scorching lecture on proper behavior in the cafeteria.|"آقای ""ریگان"" سخنرانی داغی در مورد رفتار صحیح در کافه تریا نمود"||||
36|Tempest|توفان|violent storm with much wind; a violent disturbance|طوفان خشن با باد زیاد ، اغتشاش و آشفتگی خشونت آمیز|a. The tempest drove the ship on the rocks.|توفان، کشتی را به سمت صخره ها سوق داد|b. Following the weather report of the approaching tempest, we were prompted to seek immediate shelter.|بعد از شنیدن گزارش هواشناسی در مورد نزدیک شدن توفان، مجبور شدیم به دنبال یک پناهگاه فوری بگردیم|c. When Mr. Couche saw that a tempest was brewing over the issue, he hastily called a meeting.|"وقتی آقای ""کوچ"" متوجه شد که درباره این موضوع هیاهویی در شرف وقوع است، سریعا جلسه ای تشکیل داد"||||
36|Soothe|آرام کردن ، تسکین دادن|quiet; calm; comfort|آرام کردن ، ساکت کردن ، آرامش دادن|a. With an embrace, the mother soothed the hurt child.|مادر با در اغوش کشیدن بچه آسیب دیده، درد او را التیام بخشید|b. Heat soothes some aches; cold soothes others.|گرما بعضی از درد ها را تسکین می دهد و سرما بعضی دیگر را|c. Rosalie's nerves were soothed by the soft music.|"اعصاب ""روزالی"" با موسیقی ملایمی، تسکین یافت"||||
36|Sympathetic|همدرد|having or showing kind feelings toward others; approving; enjoying the same things and getting along well together|نسبت به دیگران احساسات مهربانانه ای دارد یا نشان می دهد ، موافق|a. Judge Cruz was sympathetic to the lawyer's plea for mercy.|"قاضی ""کروز"" درخواست وکیل برای عفو را پذیرفت"|b. Father was fortunately sympathetic to my request to use the car on weekends.|خوشبختانه پدر با درخواست من برای استفاده از اتومبیل در آخر هفته، موافقت نمود|c. We were all sympathetic to Suzanne over her recent misfortune.|"ما همگی با ""سوزان"" برای بداقبالی اخیرش، احساس همدردی نمودیم"||||
36|Redeem|باز خریدن ، جبران کردن|buy back; pay off; carry out; set free; make up for|پس فروختن ، باز پرداخت کردن ، انجام دادن ، آزاد کردن ، جبران کردن|a. The property on which money has been lent is redeemed when the loan is paid back.|ملکی که به واسطه آن وام گرفته شده است، وقتی که وام عودت داده شود، از گرو در می آید|b. My family was relieved to hear that the mortgage had been redeemed.|خانواده ام از شنیدن این که سند رهن از گرو در آمده بود، آسوده خاطر شدند|c. Mr. Franklin promptly redeemed his promise to help us in time of need.|"آقای ""فرانکین"" سریعا به قولش برای کمک به ما در موقع لزوم، وفا کرد"||||
36|Resume|از سر گرفتن|begin again; go on; take again|دوباره شروع کردن ، ادامه دادن ، از سر گرفتن|a. Resume reading where we left off.|خواندن خود را از جایی که قطع کردیم ادامه دهید|b. Those standing may resume their seats.|آنهایی که ایستاده اند، می توانند دوباره سر جای خود بنشینند|c. The violinist resumed playing after the intermission.|نوازنده ویولن، بعد از آنتراکت، دوباره شروع به نواختن ویولن کرد||||
36|Harmony|سازگار|situation of getting on well together or going well together; sweet or musical sound|هماهنگی ، صدای موزون و شیرین|a. We hoped the incident would not disrupt the harmony that existed between the brothers.|ما امیدوار بودیم که درگیری، توافقی را که بین برادرها بود، به هم نزند|b. I am sympathetic to Warren because his plans are in harmony with mine.|"من با ""وارن""  هم فکر هستم چون نقشه های او با طرح های من، همخوانی دارند"|c. We responded to the harmony of the song by humming along.|ما به هارمونی آهنگ با زمزمه ی همزمان، پاسخ دادیم||||
36|Refrain|برگردان ، خودداری کردن|hold back|خودداری کردن ، اجتناب کردن|a. Refrain from making hasty promises.|از دادن قول های عجولانه احتراز کن|b. Milo could not refrain from laughing at the jest.|میلو در هنگام شوخی، توانست جلوی خنده خود را بگیرد|c. If you want to be heard, you must refrain from mumbling.|اگر می خواهی صدایت شنیده شود، بایستی از زمزمه کردن اجتنای کنی||||
36|Illegal|بر خلاف قانون|not lawful; against the law|غیر قانونی ، خلاف قانون|a. It is illegal to reveal the names of juvenile delinquents.|فاش ساختن اسامی بزهکاران جوان، غیرقانونی است|b. Bigamy is illegal in the United States.|دوهمسره بودن در ایالات متحده خلاف قانون است|c. Mr. Worthington's illegal stock manipulations led to his jail sentence.|"حساب سازی غیرقانونی آقای ""ورتیگتون"" در موجودی، منجر به زندانی شدن او گردید"||||
36|Narcotic|ماده مخدر|drug that produces drowsiness, sleep, dullness, or an insensible condition, and lessens pain by dulling the nerves|ماده ای که خماری ، خواب ، بی حالی یا حالت بی حسی ایجاد می کند و ب اتسکین اعصاب درد را کاهش می دهد |a. Opium is a powerful narcotic.|تریاک، ماده مخدر قوی ای است|b. We do not have adequate knowledge of the narcotic properties of these substances.|ما اطلاعات دقیقی از خواص مخدر این مواد نداریم|c. The doctor prescribed a narcotic medicine to soothe the patient's suffering.|پزشک، داروی آرام بخشی برای تسکین درد بیمار تجویز کرد||||
37|Heir|وارث|person who has a right to someone's property after that one dies; person who inherits anything|شخصی که پس از مرگ فردی نسبت به دارایی اش حق دارد ، شخصی که چیزی را به ارث می برد|a. Though Mr. Sloane is the heir to a gold mine, he lives like a miser.|"اگرچه آقای ""اسلون"" وارث معدن طلاست، اما مثل آدم های خسیس زندگی می کند"|b. The monarch died before he could name an heir to the throne.|پادشاه قبل از اینکه بتواند وارث تاج و تخت را معین کند، جهان را بدرود گفت|c. It is essential that we locate the rightful heir at once.|لازم است که ما وارث قانونی را سریعا پیدا کنیم||||
37|Majestic|با عظمت|grand; noble; dignified; kingly|بزرگ ، شریف ، با عزت ، شاهانه ، با شکوه|a. The lion is the most majestic creature of the jungle.|شیر با عظمت ترین حیوان جنگل است|b. In Greek mythology, Mt. Olympus was the majestic home of the gods.|"در اسطوره شناسی یونان باستان، کوه ""الیمپوس""، خانه با عظمت خدایان بود"|c. The graduates marched into the auditorium to the music of the majestic symphony.|فارغ التحصیلان با موزیک سمفونی سلطنتی در سالن رژه رفتند||||
37|Dwindle|به تدریج ضعیف شدن|become smaller and smaller; shrink|کوچکتر و کوچکتر شدن ، جمع شدن|a. Our supply of unpolluted water has dwindled.|ذخیره آب آلوده نشده ما رو به کاهش است|b. With no visible signs of their ship, hopes for the men's safety dwindled with each passing hour.|بدون هیچ گونه علائم مشهودی از کشتی آنها، امید زنده ماندن مردان، با گذر زمان کم شد|c. After the furious tempest, the dwindling chances of finding the raft vanished entirely.|بعد از توفان شدید، شانس ضعیفِ پیدا کردن کلک، به کلی از بین رفت||||
37|Traitor|مازاد|person who betrays his or her country, a friend, duty, etc.|شخصی که به کشور ، دوست و یا وظیفه اش خیانت می کند |a. The bank keeps a large surplus of money in reserve.|بانک، نگه می دارد، مازاد فراوانی را از پول به عنوان ذخیره|b. Surplus wheat, cotton, and soybeans are shipped abroad.|مازاد گندم، پنبه و سویا صادر می شود به خارج از کشور|c. No mortal ever considers that he has a surplus of good things.|هیچ انسانی هرگز در نظر نمی گیرد که چیزهای مازاد خوبی دارد||||
37|Deliberate|خائن|to consider carefully; intended; done on purpose; slow and careful, as though allowing time to decide what to do|به دقت بررسی کردن ، عمدی ، کند و دقیق ، تو گویی که به زمان اجازه می دهید تصمیم بگیرد چه بکند|a. The patriot sneered when asked to stand on the same platform with the man who was accused of being a traitor.|وطن پرست پوزخندی زد، وقتی که درخواست کردند (از او) تا بایستد روی همان جایگاه شخصی که متهم شده بود به وطن فروش بودن|b. No villain is worse than a traitor who betrays his country.| هیچ رذلی بدتر نیست از خائنی که خیانت کند به کشور خود|c. Do not call him a traitor unless you can verify the charge.|خطاب نکنید او را یک خائن، مگر اینکه شما بتوانید اثبات کنید اتهامش را||||
37|Vandal|تعمق کردن|person who wilfully or ignorantly destroys or damages beautiful things|کسی که خواسته یا نادانسته به چیزهای زیبا آسیب می زند یا آن ها را از بین می برد|a. Rico's excuse was a deliberate lie.| بهانه ریکو یک دروغ عمدی بود|b. My grandfather walks with deliberate steps.|پدر بزرگم، محتاطانه قدم می زند|c. Judge Sirica deliberated for a week before making his decision known.|"قاضی ""سیریکا"" پیش از اعلام رای خود، به مدت یک هفته تعمق کرد"||||
37|Drought|آدم خرابکار|long period of dry weather; lack of rain; lack of water; dryness|دوره ی طولانی هوای خشک ، نبود باران ، نبود آب ، خشکسالی|a. Adolescent vandals wrecked the cafeteria.|خرابکاران جوان کافه تریا را خراب کردند|b. The vandals deliberately ripped the paintings from the wall.|خرابکاران نقاشی ها را عمدآ از روی دیوار کندند|c. We could scarcely believe the damage caused by the vandals.|به زحمت توانستیم خساراتی را که توسط خرابکاران ایجاد شده بود باور کنیم||||
37|Abide|خشکسالی|accept and follow out; remain faithful to; dwell; endure|پذیرفتن و دنبال کردن ، وفادار ماندن به ، اقامت داشتن ، تحمل کردن|a. Because of the drought, some farmers began to migrate to more fertile regions.|بخاطر خشکسالی,برخی از کشاورزان به مناطق حاصلخیزتر مهاجرت کردند|b. In time of drought, the crops become scorched.|محصولات در زمان خشکسالی خشک می شوند|c. As the drought wore on, people began to grumble against those who had squandered water when it was more plentiful.|چون خشکسالی به کندی می گذشت,مردم شروع به شکوه از آنهایی کردند که در موقع وفور,آب را هدر داده بودند||||
37|Unify|تحمل کردن|unite; make or form into one|متحد کردن ، یکی کردن ، یکی شدن|a. The team decided unanimously to abide by the captain's ruling.|اعضاء تیم,متفق القول به این نتیجه رسیدند که به رای کاپیتان وفادار بمانند|b. Senator Ervin abided by his promise not to allow demonstrations in the committee room.|سناتور اروین به قول خود مبنی بر این که اجازه ندهد تظاهرات در اتاق کمیته برگزار شود, پایبند ماند|c. My mother cannot abide dirt and vermin.|مادرم نمی تواند کثیفی و حیوانات موذی را تحمل کند||||
37|Summit|با هم متحد شدن|highest point; top|بالاترین نقطه ، نوک ، قله|a. The novel traces the developments that unified the family.|رمان تحولاتی را دنبال می کند که خانواده را متحد کرد|b. After the Civil War, our country became unified more strongly.|بعد جنگ داخلی,کشورمان به شکل قوی تری متحد شد|c. It takes a great deal of training to unify all these recruits into an efficient fighting machine.|متحد کردن این همه سرباز به یک ماشین جنگی کار آمد, به آموزش زیاد نیاز دارد||||
37|Heed|اوج ، قله|give careful attention to; take notice of; careful attention|به دقت توجه کردن ، توجه کردن به ، توجه دقیق|a. We estimated the summit of the mountain to be twenty thousand feet.|ما قله کوه را بیست هزار پا تخمین زدیم|b. Do not underestimate Ruth's ambition to reach the summit of the acting profession.|آرزوهای روث را برای رسیدن به اوج حرفه بازیگری دست کم نگیر|c. The summit meeting of world leaders diminished the threat of war.|اجلاس سران رهبران جهان, تحدید جنگ را کاهش داد||||
37|Surplus|توجه کردن به|amount over and above what is needed; excess, extra|مقداری بیشتر و فراتر از آنچه مورد نیاز است ، مازاد اضافی|a. I demand that you heed what I say.|تقاضا میکنم به آنچه می گویم به دقت توجه کنید|b. Florence pays no heed to what the signs say.|فلورانس هیچ توجه ای به آنچه علائم می گویند نمی کند|c. Take heed and be on guard against those who try to deceive you.|دقت کنید و مراقب کسانی که سعی می کنند شما را فریب دهند||||
38|Biography|شرح حال|the written story of a person's life; the part of literature that consists of biographies|داستان مکتوب زندگی یک شخص ، بخشی از ادبیات که از زندگینامه تشکیل می شود|a. Our teacher recommended the biography of the architect Frank Lloyd Wright.|معلم ما زندگی نامه ی معمار فرانک لوید رایت را توصیه کرد|b. The reading of a biography gives a knowledge of people and events that cannot always be obtained from history books.|خواندن یک زندگی نامه, اطلاعاتی را از افراد و وقایعی به ما می دهد که همیشه نمی توان از کتابهای تاریخی بدست آورد|c. The biography of Malcolm X is a popular book in our school.|زندگینامه ی مالکوم اکس در مدرسه ی ما کتاب معروفی است||||
38|Drench|خیس کردن|wet thoroughly; soak|کاملاً خیس کردن ، خیساندن|a. A heavy rain drenched the campus, and the students had to dry out their wet clothing.|باران سنگین محوطه دانشگاه را کاملآ خیس کرد و دانشجویان مجبور به خشک کردن پوشاک خیس خود شدند|b. The drenching rains resumed after only one day of sunshine.|باران خیس کننده, بعد از تنها یک روز آفتاب دوباره شروع شد|c. His fraternity friends tried to drench him but he was too clever for them.|دوستان صمیمی اش سعی کردند او را خیس کنند,اما او خیلی زرنگ تر از آنها بود||||
38|Swarm|گله|group of insects flying or moving about together; crowd or great number; to fly or move about in great numbers|گروهی از حشرات که با هم به هر سو حرکت یا پرواز می کنند ، جمعیت یا تعداد زیاد ، به تعداد زیاد به هر سو حرکت یا پرواز کردن|a. As darkness approached, the swarms of children playing in the park dwindled to a handful.|هنگامی که تاریخی فرا رسید,انبوه بچه هایی که در پارک بازی می کردند به یک مشت کاهش یافت|b. The mosquitoes swarmed out of the swamp.|پشه ها فوج وار از باتلاق خارج شدند|c. Our campus swarmed with new students in September.|در ماه سپتامبر, محوطه دانشگاه پر از دانشجویان جدید بود||||
38|Wobble|لرزیدن ، لرزش|move unsteadily from side to side|به طور نامنظم از سویی به سویی حرکت کردن|a. Little Perry thrust his feet into the oversized shoes and wobbled over to the table.|پری کوچولو پاهایش را در کفش های بسیار بزرگ فرو کرد و به سمت میز تلوتلو خورد|b. A baby wobbles when it begins to walk alone.|هنگامی که نوزادی به تنهایی شروع به راه رفتن می کند,تلوتلو می خورد|c. Lacking experience on the high wire, the clown wobbled along until he reached the safety of the platform.|از آنجایی که دلقک تجربه ی راه رفتن روی سیم های بلند را نداشت, تمام مسیر را تلوتلو خورد تا به سکوی امن رسید||||
38|Tumult|غوغا|noise; uproar; violent disturbance or disorder|سر و صدا ، آشوب ، آشفتگی یا بی نظمی خشونت آمیز|a. The sailors' voices were too feeble to be heard above the tumult of the storm.|صدای ملوانان به حدی ضعیف بود که در غرش طوفان قابل شنیدن نبود|b. There was such a tumult in the halls we concluded an accident had occurred.|جنان همهمه ای در سالن بر پا بود که تصور کردیم حادثه ای رخ داده است|"c. The dreaded cry of ""Fire!"" caused a tumult in the theater."|فریاد مرگبار آتش آشوبی در سینما بوجود آورد||||
38|Kneel|زانو زدن|go down on one's knees; remain on the knees|زانو زدن ، روی زانو ماندن|a. Myra knelt down to pull a weed from the drenched flower bed.|میرا زانو زد تا علف هرزی را از شکست غمگین نمی شد|b. The condemned man knelt before the monarch and pleaded for mercy.|مرد محکوم در مقابل پادشاه زانو زد و تقاضای بخشش نمود|c. Kneeling over the still figure, the lifeguard tried to revive him.|نجات غریق که روی چهره ی بیحرکت زانو زده بود,سعی کرد او را به هوش آورد||||
38|Dejected|افسرده|in low spirits; sad|با روحیه پایین ، غمگین|a. His biography related that Edison was not dejected by failure.|زندگی نامه ادیسون نقل می کند که او از شکست غمگین نمی شد|b. The defeated candidate felt dejected and scowled when asked for an interview.|هنگامیکه از نامزد شکست خورده تقاضای مصاحبه شد,غمگین و اخمو بود|c. There is no reason to be dejected because we did not get any volunteers.|دلیلی وجود ندارد که چون هیچ داوطلبی نداشتیم مایوس شویم||||
38|Obedient|مطیع|doing what one is told; willing to obey|آنچه که به او گفته می شود انجام می دهد ، مایل به اطاعت|a. The obedient dog came when his master beckoned.|سگ فرمانبر هنگامی که صاحبش به او اشاره کرد,جلو آمد|b. Obedient to his father's wishes, Guy did not explore any further.|گای که نسبت به خواسته های پدرش فرمانبر بود,بیش از این تحقیق نکرد|c. When parents make reasonable requests of them, the majority of my friends are obedient.|اکثر دوستانم زمانیکه والدین شان از آنها خواهش های منطقی دارند,مطیع هستند||||
38|Recede|عقب رفتن|go back; move back; slope backward; withdraw|برگشتن ، به عقب حرکت کردن ، به طرف عقب شیب داشتن ، عقب کشیدن|a. As you ride past in a train, you have the unique feeling that houses and trees are receding.|هنگامی که سوار قطار هستید این احساس بی نظیر را دارید که خانه ها و درختان دارند به عقب می روند|b. Mr. Ranford's beard conceals his receding chin.|ریش های آقای رانفورد چانه ی تورفته اش را مخفی می کند|c. Always cautious, Mr. Camhi receded from his former opinion.|آقای کامهی که همیشه محتاط است,از عقیده ی پیشین خود دست کشید||||
38|Tyrant|ظالم|cruel or unjust ruler; cruel master; absolute ruler|حاکم ظالم یا غیر منصف ، ارباب ظالم ، حاکم مطلق|a. Some tyrants of Greek cities were mild and fair rulers.|بعضی از حاکمان مستبد شهر های یونان فرمانروایان ملایم و عادلی بودند|b. The tyrant demanded loyalty and obedience from his subjects.|حاکم ستمگر از زیردستانش وفاداری و فرمانبرداری مطالبه می کرد|c. Though Ella was a tyrant as director of the play, the whole cast was grateful to her when the final curtain came down.|اگر چه الا بعنوان کارگران نمایشنامه شخص ظالمی بود اما وقتیکه آخرین پرده پایین آمد تمام بازیگران از او ممنون بودند||||
38|Charity|صدقه ، بخشش ، خیریه|generous giving to the poor; institutions for helping the sick, the poor, or the helpless; kindness in judging people's faults|بخشش سخاوتمندانه به فقرا ، موسساتی که برای کمک به بیماران ، فقرا و بیچارگان ، مهربانی در سنجش تقصیرات مردم|a. A free hospital is a noble charity.|یک بیمارستان رایگان,انجمن خیریه شریفی می باشد|b. The entire community is the beneficiary of Henry's charity.|تمام جامعه از انجمن خیریه ی هنری ذینفع هستند|c. The hired hand was too proud to accept help or charity.|خدمتکار مغرور از آن بود که کمک یا صدقه بپذیرد||||
38|Verdict|رای ، عقیده|decision of a jury; judgment|تصمیم یک هیئت منصفه ، قضاوت|a. The jury returned a verdict of guilty for the traitor.|هیئت منصفه,حکم مجرم بودن خائن را استرداد کرد|b. We were cautioned not to base our verdict on prejudice.|به ما هشدار داده شد که رای خود را بر اساس تعصب قرار ندهیم|c. Baffled by the verdict, the prosecutor felt that the evidence had been ignored.|دادیار که از حکم دادگاه گیج شده بود,احساس کرد مدارک نادیده گرفته شده اند||||
